title,title_en,authors,source,path,download_link,article_url
دور التحول الرقمي في تحسين كفاءة إدارة المراكز الطبية مراكز الرعاية الصحية الأولية في شمال سوريا نموذجاً,The Role of Digital Transformation in Improving Medical Center Management Efficiency Primary Healthcare Centers in Northern Syria as a Model,"[""Hussam Ahmad Hlaak"", ""Ali Alhousain Aleid"", ""Attia Al-Huseyin""]",ajsrp,./ajsrp/9159-8054.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/9159/8054,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/9159
المصالح الأمريكية في الشرق الأوسط وأدوات حمايتها,U.S. Interests in the Middle East and the Tools for Their Protection,"[""Tarek Jarjoura Chahine""]",ajsrp,./ajsrp/9160-8051.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/9160/8051,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/9160
نموذج جديد للتعاون المؤسسي بين بلدان الجنوب الاستراتيجيات العربية في منطقة جنوب المحيط الهادئ وأثرها على الحوكمة العالمية,A New Paradigm of Institutional SouthSouth Cooperation Arab Strategies in the South Pacific and Their Impact on Global Governance,"[""AI Hexu""]",ajsrp,./ajsrp/9161-8053.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/9161/8053,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/9161
تقييم مستويات إنجاز الطلاب إطار لتعزيز النتائج الأكاديمية,Evaluation of Student Achievement Levels A Framework for Advancing Academic Outcomes,"[""Amera Eid Alsaadi""]",ajsrp,./ajsrp/9162-8055.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/9162/8055,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/9162
الآثار الاقتصادية المتوقعة لانضمام السودان إلى منظمة التجارة العالمية حالة القطاع المصرفي 1970-2008,The Expected Economic Impacts of Sudan's Accession to the WTO The Case of the Banking Sector 1970-2008,"[""Abubakr Eltigani Elhag""]",ajsrp,./ajsrp/9163-8052.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/9163/8052,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/9163
صورة الهيئة العامة للترفيه لدى عينة من طلاب وطالبات جامعة الملك عبد العزيز,The image of the General Entertainment Authority among a sample of male and female students at King Abdulaziz University,"[""Rahaf Hmeed Alotaibi"", ""Fatima kobibi Bendenia""]",ajsrp,./ajsrp/8945-7864.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8945/7864,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8945
الحداثة الجمالية ومعضلاتها الفن بين المطالبة بالاستقلال ورهان اختراق الفضاء العام,Aesthetic Modernity and Its Dilemmas Art between the Demand for Independence and the bet of Penetrating Public Space,"[""Ahmed Chebli""]",ajsrp,./ajsrp/8946-8144.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8946/8144,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8946
العوائق الاجتماعية والثقافية أمام تمكين المرأة اليمنية في العمل العام (دراسة ميدانية تحليلية),Social and Cultural Barriers to the Empowerment of Yemeni Women in Public Employment (An Analytical Field Study),"[""Fatima Ali Abdullah Abbas""]",ajsrp,./ajsrp/8947-7867.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8947/7867,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8947
البعد التداولي لللفظ في مقامات بديع الزمان الحم  المقامات الحرزية أنموذجا,The pragmatic dimension of pronunciation in The Maqamat of Badi Al-Zaman Al-Hamdhani - the Maqamat Al-Harziyya as an example,"[""Alia Ali Saeed Alketbi"", ""Muhammad Hilmi Abdullah Jaafar""]",ajsrp,./ajsrp/8948-7868.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8948/7868,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8948
دور وسائل الإعلام في نشر الوعي الرقمي بين أفراد المجتمع في المملكة العربية السعودية,The role of the media in spreading digital awareness among members of society in the Kingdom of Saudi Arabia,"[""Faris Omar Batawi"", ""Doaa Hassan Toweirqie""]",ajsrp,./ajsrp/8949-7865.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8949/7865,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8949
دور تقنيات المعلومات الحديثة في تعزيز البحث العلمي في الجامعات السعودية التحديات والمتطلبات والفرص المستقبلية,"The Role of Modern Information Technologies in Promoting Scientific Research in Saudi Universities Challenges, Requirements, and Future Opportunities","[""Ashwaq Abdulhakeem Alsabaan""]",ajsrp,./ajsrp/8706-7654.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8706/7654,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8706
أثر تقنيات الواقع الافتراضي في الإعلام الرقمي على تجربة الجمهور دراسة تطبيقية على الأحداث العقارية في المملكة العربية السعودية خلال عام 2025,The Impact of Virtual Reality Technologies in Digital Media on Audience Experience  An Applied Study on Real Estate Events in The Kingdom of Saudi Arabia During the Year 2025,"[""Sara Saad Al-Dawsari"", ""Sadiq Ali Mubarak Al-Shuwaikhat""]",ajsrp,./ajsrp/8708-7655.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8708/7655,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8708
تداعيات تعدد الزوجات على الواقع الديمغرافي في المجتمع الفلسطيني وموقف القوانين المدنية الإسرائيلية منه,The Implications of Polygamy on the Demographic Reality in Palestinian Society and the Stance of Israeli Civil Laws Towards It,"[""Samy Garad Abu Freach""]",ajsrp,./ajsrp/8710-7656.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8710/7656,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8710
الترجمة مظهر حضاري وإنساني ثقافي، ومهارات فنية للتقارب بين الشعوب والأمم,"Translation is a cultural and human civilizational manifestation, and technical skills  for the rapprochement of peoples and nations","[""Jehad Faiz Al-Islam""]",ajsrp,./ajsrp/8714-7658.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8714/7658,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8714
تنفيذ MATLAB لتأثيرات الجيل الخامس على المساحة الحرة,MATLAB Implementation of Effects of Fifth Generation on Free Space,"[""Rayan Abdelazeem Haboub"", ""Khalid Hamid Bilal""]",ajsrp,./ajsrp/8716-7659.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8716/7659,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8716
استخدام الذكاء الاصطناعي التوليدي في بحوث الدراسات العليا دراسة حالة,The Use of Generative Artificial Intelligence in Graduate Studies Research A Case Study,"[""Turki Mohammed Habkoor Almoharraq""]",ajsrp,./ajsrp/8314-7482.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8314/7482,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8314
مشكلة التعقيد والاتساق في دورة الذكاء نقد تأثيرات التفاعلات الهيكلية والديناميكية على كفاءة الذكاء,The problem of complexity and Consistency in the intelligence cycle A critique of the effects of structural and dynamic interactions on intelligence efficiency,"[""Mohamed Elzin Mohamed Ahmed Ibrahim""]",ajsrp,./ajsrp/8316-7483.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8316/7483,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8316
تقييم حكامة المبادرة الوطنية للتنمية البشرية وأثرها على التنمية الترابية بالريف الشرقي للمغرب من 2005 إلى 2024 دراسة حالة لجماعتي أولاد الزبير وبني فراسين,Evaluation of the Governance of the National Initiative for Human Development and Its Impact on Territorial Development in Morocco's Eastern Rif from 2005 to 2024 A Case Study of the Oulad Zbair and Beni Frassen Communities,"[""Mohamed El-Fazziki"", ""Fatima Ghmimed"", ""Jawad El-Bazwi"", ""Abdelouahed Bouberria""]",ajsrp,./ajsrp/8318-7484.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8318/7484,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8318
العوامل الخمسة الكبرى لنموذج الشخصية دراسة التاريخ والتطور ومجالات التطبيق في السياق الرقمي,"The Big Five factors of personality model A study of history, evolution, and areas of application in the digital context","[""Reda El-Yazidi""]",ajsrp,./ajsrp/8320-7485.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8320/7485,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8320
مشروع مقترح لتسهيل استلام وتقبيل الحجر الأسود للحجاج والمصلين,Draft proposal to facilitate the receipt and kissing of black stone for pilgrims and worshipers,"[""Mohamed Hanafy Abdullah Morsy""]",ajsrp,./ajsrp/8322-7486.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8322/7486,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8322
العلاقات الاقتصادية بين أقصى المغرب العربي وغرب السودان خلال القرن الثامن الهجري، الرابع عشر الميلادي,"Economical relations between The Extremity Maghreb and Western Sudan during The Eighth Century AH, Fourteenth century AD","[""Assadik Ahmad Adam"", ""Mahamat Saleh Daway""]",ajsrp,./ajsrp/8324-7487.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8324/7487,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8324
الأدوار المستقبلية لمديري المدارس في ظل التوجه نحو مجتمع المعرفة,The future roles of school principals in light of the trend towards a knowledge society,"[""Rimah Mudawi Mansour""]",ajsrp,./ajsrp/7997-7271.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7997/7271,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7997
تتبع تطور وانتشار جائحة كوفيد 19 بإقليم تازة/المغرب,The tracking of the development and spread of Covid 19 pandemic in the territory of the Taza Province / Morocco,"[""Abdelouahed Bouberria"", ""Abdelhafid Hammimi"", ""Mohammed Abahrour"", ""Mohammed Errafik""]",ajsrp,./ajsrp/7999-7334.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7999/7334,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7999
أثر الحملات الإعلانية على القرار الشرائي للمستهلكين في تطبيق التوصيل دراسة ميدانية على تطبيق توصيل البقالة في المملكة العربية السعودية,The Impact of Advertising Campaigns on Consumers Purchasing Decision in Delivery Application A Field Study on Grocery Delivery App in Saudi Arabia,"[""Wasaef Ali Bakhashwain"", ""Lara Zainalabdien Serri"", ""Mohamed GadElmawla Owies""]",ajsrp,./ajsrp/8001-7338.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8001/7338,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8001
علاقة مبادئ الحوكمة بالرضا الوظيفي لدى موظفي وزارة التربية والتعليم بسلطنة عمان,"The Relation of Governance Principles with Job Satisfaction with the Employees of the Ministry of Education, Sultanate of Oman","[""Mouza Said Al-Kharusi""]",ajsrp,./ajsrp/8003-7336.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8003/7336,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8003
نشأة التيارات الفكرية الحديثة عيد العقيقة بين الحلال والحرام في شمال توغو سينكاس,The emergence of modern intellectual Currents The Aqeeqah feast between the permissible and the forbidden in northern Togo Cinkasse,"[""Ibrahim Youssif""]",ajsrp,./ajsrp/8005-7337.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/8005/7337,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/8005
مجال دراسة الذكاء في المؤسسات الأكاديمية دراسة تحليلية مقارنة لدراسات المخابرات الأمريكية والبريطانية,The field of intelligence study in academic institutions A comparative analytical study of American and British intelligence studies,"[""Mohamed Elzin Mohamed Ahmed Ibrahim""]",ajsrp,./ajsrp/7677-7123.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7677/7123,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7677
فاعلية منصة مدرستي وفق نموذج نيدهام البنائي في زيادة تحصيل طالبات الصف الثاني المتوسط في اختبارات TIMSS (مجال الجبر) من وجهة نظر المعلم,The effectiveness of the Madrasati platform according to the Needham constructivist model  in increasing achievement of second-year intermediate female students in the TIMSS tests  (algebra field) and the teachers point of view,"[""Mariam Farhan Alfifi"", ""Ghada Owaid Awad Al-Sahli""]",ajsrp,./ajsrp/7679-7128.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7679/7128,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7679
برامج الدعم الاجتماعي آثارها على التحاق الفتيات بالمدارس والحد من التسرب من المدرسة بشمال شرق الأطلس الأوسط  المغرب,Social support programs its effects on girls schooling and reducing dropping out of school in the northeast middle Atlas  Morocco,"[""Abdelilah El-Alami"", ""Jaouad El-Bazoui"", ""Abdelouahed Bouberria""]",ajsrp,./ajsrp/7683-7127.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7683/7127,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7683
النفوذ المتزايد للصين في الشرق الأوسط وانعكاساته على العلاقات الأمريكية,The growing influence of China in the Middle East and its implications for US relations,"[""Khaldoun Abdul Samad""]",ajsrp,./ajsrp/7685-7126.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7685/7126,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7685
إرث بلفور بريطانيا والصهيونية والطريق المثير للجدل نحو إنشاء إسرائيل,"Balfour's Legacy Britain, Zionism, and the Controversial Path to Israel's Establishment","[""Ali Mohammed Qader""]",ajsrp,./ajsrp/7687-7125.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7687/7125,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7687
أثر المواطنة التنظيمية على الأداء الوظيفي للعاملين في قطاع السيارات الخاص في المملكة العربية السعودية في ضوء رؤية 2030,The Impact of Organizational Citizenship on Job Performance of Employees in the Private Automotive Sector in Saudi Arabia in the light of 2030s vision,"[""Ahmed Farouk Ali"", ""Elsayed Eid"", ""Heba Alhadad""]",ajsrp,./ajsrp/7689-7124.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7689/7124,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7689
الانتحار أسبابه، دوافعه، طرق الوقاية والعلاج,"Suicide causes, motives, methods of prevention and treatment","[""Inaam Eid Mohammad Zaatrh"", ""Iyad Selim AbdulRazzaq Alhallaq""]",ajsrp,./ajsrp/7359-6933.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7359/6933,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7359
دور النخب الحاكمة في تفاقم التمييز العرقي والمذهبي وأثره في نشوء الحراك الاجتماعي في الموجة الثانية من الربيع العربي في السودان,"The role of the ruling elites in exacerbating ethnic, denominational discrimination and its Impact on the emergence of social movement in the second wave of the Arab Spring in Sudan","[""Farida Ezzaghari""]",ajsrp,./ajsrp/7360-6934.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7360/6934,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7360
التقييم الكمي للتآكل المائي في جنوب شرق الريف الأوسط  المغرب,The quantitative assessment of water erosion in the southeast of Central Rif  Morocco,"[""Mohamed Senhaji"", ""Mohamed Abahrour"", ""Mostafa Hmamouchi"", ""Younes Abahrour""]",ajsrp,./ajsrp/7361-6935.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7361/6935,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7361
تعميم متتابعة فيبوناتشي ومثلث باسكال ونظرية ذات الحدين,"Generalization of the Fibonacci sequence, Pascal's triangle, and the binomial theorem","[""Mohammed Elsmani Abdelrahman""]",ajsrp,./ajsrp/7362-6936.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7362/6936,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7362
الاستراتيجيات والممارسات ذات الصلة للمؤسسات الإخبارية في التعامل مع النص الإخباري الذي يتناول قضايا الإسلاميين (حالة دراسية بي بي سي العالمية والعربية 2022),Related Strategies and Practices of News Institutions in Dealing with News Text Addressing Issues of Islamists (Study Case BBC World and Al-Arabiya 2022),"[""Hind Saad Alrashid""]",ajsrp,./ajsrp/7363-6937.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7363/6937,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7363
أسباب الاختلافات الفكرية من منظور الشريعة الإسلامية، ودور الجامعات السعودية في مواجهتها,"The reasons for intellectual differences from the perspective of Islamic law, and the role of Saudi universities in confronting them","[""Sekina Mohamed Mohamed Abd El Halim"", ""Amal Abdelaziz Mohamed Ghazy""]",ajsrp,./ajsrp/7136-6728.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7136/6728,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7136
سيميائية التراث السعودي في ضوء التكنولوجيا المعاصرة,Semiotics of the Saudi heritage in the light of contemporary technology,"[""Manal Eid Sanusi Abjabal"", ""Foton Fouad Abdulkadir Fayoumi""]",ajsrp,./ajsrp/7137-6729.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7137/6729,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7137
تأثيرات جائحة كورونا على الوضع الحالي والمستقبلي لتنظيم وإقامة الفعاليات والمناسبات دراسة ميدانية على الهيئة العامة للترفيه في المملكة العربية السعودية,The effects of the Corona pandemic on the current and future situation of organizing and holding events and occasions a field study on the General Entertainment Authority in Kingdom of Saudi Arabia,"[""Rayan AbdulAziz Iraqi"", ""Shaheen Sulaiman Al-Abdali"", ""Mansour Talal Abid Alansari""]",ajsrp,./ajsrp/7138-6730.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7138/6730,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7138
التحليل المكاني لأسعار الأراضي السكنية في مدينة جدة,Spatial analysis of residential land prices in Jeddah city,"[""Shaker Abdullah Alsharif""]",ajsrp,./ajsrp/7139-6731.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7139/6731,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7139
البحث العلمي الفلسطيني من وجهة نظر طلبة الماجستير استكشاف الواقع والتطلعات,Palestinian Scientific Research from the Perspective of Master's Students Exploring Reality and Aspirations,"[""Osama Matar"", ""Reem Jawabreh"", ""Haya Radwan"", ""Abedelrahman Alhajhamad"", ""Mohammad Ayyash"", ""Sherin Kaleef"", ""Thaher Gharabeh"", ""Ashraf Abualrob"", ""Aseel Halabi"", ""Diya Abu Shomer""]",ajsrp,./ajsrp/7140-6732.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7140/6732,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7140
طريقة بيتروف جاليركين الخطية غير المستمرة لمعادلات الانتشار الكسرية للزمن,Piecewise Linear Discontinuous Petrov Galerkin Method for Time Fractional Diffusion Equations,"[""Basheer Saleh Abdallah""]",ajsrp,./ajsrp/7142-6733.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/7142/6733,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/7142
تحليل الخطابات السياسية حول العنصرية التي ألقاها الرئيس دونالد ترامب خلال فترة رئاسته,An analysis of political speeches on racism by president Donald Trump during his presidency,"[""Brooj Nasser Abdullah Alsaqer""]",ajsrp,./ajsrp/6845-6455.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6845/6455,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6845
واقع وتحديات بيئة عمل المهندسين الزراعيين العاملين في القطاعين الخاص وغير الحكومي في الضفة الغربية فلسطين في ضوء بعض المتغيرات,"Reality and challenges of the work environment of Agricultural Engineers working in the private and non-governmental sectors in the West Bank, Palestine considering some variables","[""Salem Khalil Nassr"", ""Doaa Zayed""]",ajsrp,./ajsrp/6843-6453.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6843/6453,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6843
محمد علي التاجر وكتابه عقد اللآل في تاريخ أول قراءة نقدية لمضمونه في تاريخ البحرين,Mohamed Ali Al-Tajer and His Book Aqd al-Laal fi Tarikh Awal A Critical reading of its content in the history of Bahrain,"[""Khalid Ismail Nayif Al-Hamadani""]",ajsrp,./ajsrp/6841-6451.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6841/6451,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6841
صور العرب والإسلام في رحلة بيرتون إلى المدينة ومكة,Images of Arabs and Islam in Burtons Pilgrimage to Al-Madinah and Meccah,"[""Abdulkarim Mohammad Alseadoon"", ""Geoffrey Nash""]",ajsrp,./ajsrp/6846-6456.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6846/6456,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6846
دوافع استخدام المواطن السوداني لليوتيوب والإشباعات المتحققة منه عينة من مواطني ولاية الخرطوم لعام 2023,The motives of the Sudanese citizen's use of YouTube and the gratifications achieved from it sample of citizens of Khartoum State for the year 2023,"[""Badereldin Ali Hamed Mohammed""]",ajsrp,./ajsrp/6844-6454.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6844/6454,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6844
النظرية المثالية في فلسفة أفلاطون وعلاقتها بالإنسان والكون,The ideal theory in Platos Philosophy and its relevance to man and the universe,"[""Nadha Mutlaq ALbogami""]",ajsrp,./ajsrp/6842-6452.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6842/6452,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6842
ترجمة الوثائق القانونية اليمنية العربية إلى الإنجليزية مشكلات ومقترحات,The Translation of Yemeni Arabic legal documents into English Problems and Suggestions,"[""Hakima Mansour Ahmed Khoshafah""]",ajsrp,./ajsrp/6847-6457.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6847/6457,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6847
مدى شرعية معاهدات السلام العربية مع كيان العدو الصهيوني في الشريعة الإسلامية والتشريعات الوضعية,The extent of the legitimacy of Arab peace treaties with the Zionist enemy entity in Islamic law and man-made legislation,"[""Hameed Aadm Ali Qushaimh""]",ajsrp,./ajsrp/6518-6166.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6518/6166,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6518
فاعلية وحدة تعليمية لتنمية مهارات الطالبات في تصميم عروض الأزياء باستخدام الواقع الافتراضي وأثرها على التسوق الإلكتروني في منطقة عسير بالمملكة العربية السعودية,"The effectiveness of an educational unit to develop students' skills in designing fashion shows using virtual reality and its impact on electronic shopping in Asir region, Saudi Arabia","[""Randa Mounir Elkherbaway"", ""Samar Ahmed Kanona"", ""Ngawha Kamel Bosiala""]",ajsrp,./ajsrp/6519-6167.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6519/6167,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6519
نقدم لكم تصميمات مبتكرة لملابس ركوب الخيل للسيدات في المملكة العربية السعودية,Introducing innovative designs for horse riding clothing for women in the Kingdom of Saudi Arabia,"[""Abrar Hashim Alattas"", ""Hana Abdullah Alamodi""]",ajsrp,./ajsrp/6520-6168.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6520/6168,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6520
من الترجمة الطبيعية إلى كفاءة الترجمة الآثار التربوية,From natural translation to translation competence Pedagogical implications,"[""Habiba Nakhli""]",ajsrp,./ajsrp/6521-6169.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6521/6169,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6521
التسويق الإلكتروني لخدمات المعلومات في مكتبات الجامعات اليمنية الخاصة بمدينة صنعاء,E-Marketing of Information Services in Yemeni Private University Libraries in Sana'a City,"[""Samar Gamal Al-Habbari""]",ajsrp,./ajsrp/6522-6170.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6522/6170,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6522
نحو نظام بيئي وطني لخلق العلماء والمعرفة السيادية,Towards a national ecosystem to create scientists and sovereign knowledge,"[""Bandar Abdullah Al-Saud"", ""Abdulhamid Abdurahman Al-Abduljabbar""]",ajsrp,./ajsrp/6191-5886.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6191/5886,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6191
مظاهر الحوار الديني بين المسلمين واليهود اليهود العلمانيون أنموذجاً,Manifestations of religious dialogue between Muslims and Jews Secular Jews as a model,"[""Maha Dahawi Al-Shamari""]",ajsrp,./ajsrp/6193-5887.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6193/5887,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6193
دراسة حول استراتيجيات الترجمة الصينية للأمثال العربية من منظور الترجمة الثقافية,A study on the Chinese translation Strategies of Arabic Proverbs  from the Perspective of Cultural Translation,"[""Yuan Linxian""]",ajsrp,./ajsrp/6194-5888.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6194/5888,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6194
تحليل عملي لأفعال الاستفهام مع الإشارة إلى النص العربي لسورة الصافات في القرآن الكريم,A pragmatic Analysis of the Interrogative Illocutionary Acts with Reference  to Arabic Text of Surah As- Saffat in the Holy Qurn,"[""Adel Ahmed Abdullah Al-Mekhlafy"", ""Abdusalam Mohammed Ghaleb Al-Ghrafy""]",ajsrp,./ajsrp/6333-6026.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6333/6026,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6333
تحليل قوة اللغة في النص السياسي,Analysing the Power of Language in a Political Text,"[""Suhair Adel Abdulamir""]",ajsrp,./ajsrp/6334-6027.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6334/6027,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6334
تطبيق تحويل اباوب- شخيم لحل التكامل الخطي الجزئي  المعادلات التفاضلية,Application of Abaoub- Shkheam Transform for Solving Linear Partial Integro  Differential Equations,"[""Suad Mawloud Zali""]",ajsrp,./ajsrp/6335-6028.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6335/6028,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6335
نموذج جرد المراجعة المستمرة متعدد المصادر الاحتمالي المقيد مع توزيعات داغوم وكوماراسوامي-داغوم,Constrained Probabilistic multi-source Continuous Review Inventory Model with Dagum and Kumaraswamy-Dagum distributions,"[""Hala Ali Fergany"", ""Amani Saeed Alghamdi"", ""Amsha Zayed Almutairi""]",ajsrp,./ajsrp/6336-6029.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/6336/6029,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/6336
جودة خدمة الرعاية الصيدلانية على رضا المرضى في القطاع الصحي الحكومي في المملكة العربية السعودية,Quality of pharmaceutical care service on patient satisfaction  in the government health sector in the Kingdom of Saudi Arabia,"[""Muhammad Saud Al-Khathlan"", ""Turki Abdel Aziz Al-Turki"", ""Anwar Ibrahim Al-Afnan"", ""Bandar Abdullah Al-Zoghaibi"", ""AbdulRahman Zabin Al-Mutairi"", ""Ibrahim Mohamed Bagader"", ""Raghad AbdelKarim Abdo"", ""Safia Mohammed Al-Dosari"", ""Abdullah Zabin Al-Mutairi"", ""Wafaa Daoud Al-Jareed"", ""Youssef Saleh Al-Haidan""]",ajsrp,./ajsrp/5945-5669.pdf,https://journals.ajsrp.com/index.php/ajsrp/en/article/download/5945/5669,https://journals.ajsrp.com/index.php/ajsrp/en/article/view/5945
